Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
,,,,,,,,,,,,,,1925,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1926,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1927,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1928,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1929,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1930,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1931,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1932,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1933,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1934,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1935,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1936,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1937,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1938,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1939,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1940,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1941,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1942,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
10003189,Nutrition action health letter (1985- ),Fooled By Food: How to Trick Yourself Into Eating Less,12345XX-105581,123456789,1000007634,,9/24/2021,,23.25,,2015,2015,,2128,Market: Field is required and cannot be null or empty
10003190,Occupational hazards (1939- ),The Safety Interview,12345XX-106147,123456789,1000021780,,9/25/2021,,23.25,,2015,2015,,2129,Market: Field is required and cannot be null or empty
10003191,Occupational hazards (1939- ),The Safety Interview,12345XX-106150,123456789,1000011162,,9/26/2021,,23.25,,2015,2015,,2130,Market: Field is required and cannot be null or empty
10003192,Organizational behavior and human performance (1966-1984),p.3-4-Exhibit 13.3 Interpresonal Conflict Management Styles,12345XX-108240,123456789,1000019013,,9/27/2021,,23.25,,2015,2015,,2131,Market: Field is required and cannot be null or empty
10003193,Organizational behavior and human performance (1966-1984),p.3-4-Exhibit 13.3 Interpresonal Conflict Management Styles,12345XX-108245,123456789,1000000689,,9/28/2021,,23.25,,2015,2015,,2132,Market: Field is required and cannot be null or empty
10003194,Pediatric nursing (1975- ),Incorporating play interventions into nursing care,12345XX-110678,123456789,1000030593,,9/29/2021,,23.25,,2015,2015,,2133,Market: Field is required and cannot be null or empty
10003195,Pediatric nursing (1975- ),Assessment of Child Abuse Risk Factors by Advanced Practice Nurses,12345XX-110694,123456789,1000011163,,9/30/2021,,23.25,,2015,2015,,2134,Market: Field is required and cannot be null or empty
10003196,Pediatric nursing (1975- ),Mastering uncertainty: mothering the child with asthma,12345XX-110701,123456789,1000012512,,10/1/2021,,23.25,,2015,2015,,2135,Market: Field is required and cannot be null or empty
10003197,Pediatric nursing (1975- ),Incorporating play interventions into nursing care,12345XX-110709,123456789,1000012511,,10/2/2021,,23.25,,2015,2015,,2136,Market: Field is required and cannot be null or empty
10003198,Pediatric nursing (1975- ),Incorporating play interventions into nursing care,12345XX-110720,123456789,1000032929,,10/3/2021,,23.25,,2015,2015,,2137,Market: Field is required and cannot be null or empty
10003199,Pediatric nursing (1975- ),Incorporating play interventions into nursing care,12345XX-110743,123456789,1000016466,,10/4/2021,,23.25,,2015,2015,,2138,Market: Field is required and cannot be null or empty
