Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
Learning1088.89 teaching and community : contributions of situated and participatory approaches to educational innovation,Working Through Dilemmas About Homework in an After-School Program: Integrating Theory Research and Practice,12345XX-85352,123456789,1000029195,,2/12/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,750,Market: Field is required and cannot be null or empty
Learning1088.89 teaching and community : contributions of situated and participatory approaches to educational innovation,Working Through Dilemmas About Homework in an After-School Program: Integrating Theory Research and Practice,12345XX-85362,123456789,1000008531,,2/13/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,751,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91497,123456789,1000021414,,2/14/2018,,23.25,,2015,2015,,,752,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91499,123456789,1000018090,,2/15/2018,,23.25,,2015,2015,,,753,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91500,123456789,1000013256,,2/16/2018,,23.25,,2015,2015,,,754,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91511,123456789,1000001864,,2/17/2018,,23.25,,2015,2015,,,755,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91513,123456789,1000021375,,2/18/2018,,23.25,,2015,2015,,,756,Market: Field is required and cannot be null or empty
Medicine and science in sports and exercise (1980- ),Excerpt from Medicine and Science in Sports and Exercise,12345XX-91514,123456789,1000027779,,2/19/2018,,23.25,,2015,2015,,,757,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96658,123456789,1000015026,,2/20/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,758,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96660,123456789,1000015463,,2/21/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,759,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96661,123456789,1000017648,,2/22/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,760,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96663,123456789,1000018092,,2/23/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,761,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96665,123456789,1000032742,,2/24/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,762,Market: Field is required and cannot be null or empty
Muscles1088.89 reflexes1088.89 and locomotion,Excerpt from Muscles Reflexes and Locomotion,12345XX-96666,123456789,1000015028,,2/25/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,763,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97468,123456789,1000029295,,2/26/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,764,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97470,123456789,1000004777,,2/27/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,765,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97473,123456789,1000012225,,2/28/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,766,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97475,123456789,1000024974,,3/1/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,767,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97477,123456789,1000007354,,3/2/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,768,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97478,123456789,1000018919,,3/3/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,769,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97492,123456789,1000032963,,3/4/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,770,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97494,123456789,1000032839,,3/5/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,771,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97497,123456789,1000011790,,3/6/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,772,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97499,123456789,1000012394,,3/7/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,773,Market: Field is required and cannot be null or empty
Mythistory and other essays,The Care and Repair of Public Myth,12345XX-97501,123456789,1000009845,,3/8/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,774,Market: Field is required and cannot be null or empty
Mythistory and other essays,[CUT FROM ULTRAPRINT] The Care and Repair of Public Myth,12345XX-97502,123456789,1000026536,,3/9/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,775,Market: Field is required and cannot be null or empty
On the duty of man and citizen according to natural law,On Recognizing Men's Natural Equality,12345XX-107180,123456789,1000010919,,3/10/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,776,Market: Field is required and cannot be null or empty
On the duty of man and citizen according to natural law,On Recognizing Men's Natural Equality,12345XX-107183,123456789,1000026203,,3/11/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,777,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112279,123456789,1000007308,,3/12/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,778,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112280,123456789,1000032246,,3/13/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,779,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112281,123456789,1000012653,,3/14/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,780,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112282,123456789,1000020426,,3/15/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,781,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112283,123456789,1000006973,,3/16/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,782,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112284,123456789,1000023696,,3/17/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,783,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112286,123456789,1000005604,,3/18/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,784,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112287,123456789,1000020667,,3/19/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,785,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112288,123456789,1000030128,,3/20/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,786,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112289,123456789,1000008089,,3/21/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,787,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112290,123456789,1000033676,,3/22/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,788,Market: Field is required and cannot be null or empty
Philo. On Abraham1088.89 on Joseph1088.89 on Moses,Philo,12345XX-112291,123456789,1000006762,,3/23/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,789,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112900,123456789,1000000608,,3/24/2018,,23.25,,2015,2015,,,790,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112901,123456789,1000024309,,3/25/2018,,23.25,,2015,2015,,,791,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112902,123456789,1000027891,,3/26/2018,,23.25,,2015,2015,,,792,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112906,123456789,1000005991,,3/27/2018,,23.25,,2015,2015,,,793,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112907,123456789,1000025863,,3/28/2018,,23.25,,2015,2015,,,794,Market: Field is required and cannot be null or empty
Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112908,123456789,1000033394,,3/29/2018,,23.25,,2015,2015,,,795,Market: Field is required and cannot be null or empty
Proceedings of the National Academy of Sciences of the United States of America (1915- ),Excerpt from Proceedings National Academy of Sciences,12345XX-117354,123456789,1000032468,,3/30/2018,,23.25,,2015,2015,,,796,Market: Field is required and cannot be null or empty
Proceedings of the National Academy of Sciences of the United States of America (1915- ),Excerpt from Proceedings National Academy of Sciences,12345XX-117393,123456789,1000006459,,3/31/2018,,23.25,,2015,2015,,,797,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122379,123456789,1000032330,,4/1/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,798,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122380,123456789,1000034053,,4/2/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,799,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122385,123456789,1000021728,,4/3/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,800,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122389,123456789,1000010163,,4/4/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,801,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122390,123456789,1000023208,,4/5/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,802,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122402,123456789,1000031748,,4/6/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,803,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122404,123456789,1000009778,,4/7/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,804,Market: Field is required and cannot be null or empty
Reading strategies for elementary students with learning difficulties : strategies for RTI,Ch 5: Gaining Meaning from Reading,12345XX-122405,123456789,1000030994,,4/8/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,805,Market: Field is required and cannot be null or empty
